"item_lc116","nbs","descricao_nbs"
"16.02","1.0501.14.20","Serviços de transporte rodoviário de mudanças domésticas e de mobília e outros objetos de escritório"
"16.02","1.0501.14.30","Serviços de transporte rodoviário de cargas de grande porte"
"16.02","1.0501.14.40","Serviços de transporte rodoviário de veículos"
"16.02","1.0501.14.51","Serviços de transporte rodoviário de combustíveis, lubrificantes e GLP, inclusive apresentados em botijões metálicos"
"16.02","1.0501.14.52","Serviços de transporte rodoviário de produtos químicos perigosos, exceto lubrificantes e GLP"
"16.02","1.0501.14.59","Serviços de transporte rodoviário de produtos perigosos não classificados em subitens anteriores"
"16.02","1.0501.15.00","Serviços de transporte rodoviário de cargas postais e malotes"
"16.02","1.0501.19.00","Serviços de transporte rodoviário de cargas não classificados em subposições anteriores"
"16.02","1.0502.11.10","Serviços de transporte aquaviário por navegação interior de cargas sólidas, a granel"
"16.02","1.0502.11.20","Serviços de transporte aquaviário por navegação interior de cargas líquidas, ou liquefeitas, a granel"
"16.02","1.0502.11.30","Serviços de transporte aquaviário por navegação interior de cargas gasosas a granel"
"16.02","1.0502.12.10","Serviços de transporte aquaviário por navegação interior de carga solta, não unitizada"
"16.02","1.0502.12.20","Serviços de transporte aquaviário por navegação interior de carga unitizada"
"16.02","1.0502.12.30","Serviços de transporte aquaviário por navegação interior de carga frigorificada ou climatizada"
"16.02","1.0502.13.10","Serviços de transporte aquaviário por navegação interior de cargas em contêineres frigorificados ou climatizados"
"16.02","1.0502.13.20","Serviços de transporte aquaviário por navegação interior de cargas em contêineres não frigorificados ou climatizados"
"16.02","1.0502.14.10","Serviços de transporte aquaviário por navegação interior de cargas vivas"
"16.02","1.0502.14.20","Serviços de transporte aquaviário por navegação interior de mudanças domésticas e de mobília e outros objetos de escritório"
"16.02","1.0502.14.30","Serviços de transporte aquaviário por navegação interior de cargas de grande porte"
"16.02","1.0502.14.40","Serviços de transporte aquaviário por navegação interior de veículos"
"16.02","1.0502.14.51","Serviços de transporte aquaviário por navegação interior de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos"
"16.02","1.0502.14.52","Serviços de transporte aquaviário por navegação interior de produtos químicos perigosos, exceto lubrificantes e GLP"
"16.02","1.0502.14.59","Serviços de transporte aquaviário por navegação interior de produtos perigosos não classificados em subposições anteriores"
"16.02","1.0502.14.90","Serviços de transporte aquaviário por navegação interior de cargas especiais não classificados em subposições anteriores"
"16.02","1.0502.19.00","Serviços de transporte aquaviário por navegação interior de cargas não classificados em subposições anteriores"
"16.02","1.0502.21.10","Serviços de transporte aquaviário costeiro de cargas sólidas a granel"
"16.02","1.0502.21.20","Serviços de transporte aquaviário costeiro de cargas líquidas ou liquefeitas, a granel"
"16.02","1.0502.21.30","Serviços de transporte aquaviário costeiro de cargas gasosas a granel"
"16.02","1.0502.22.10","Serviços de transporte aquaviário costeiro de carga solta, não unitizada"
"16.02","1.0502.22.20","Serviços de transporte aquaviário costeiro de carga unitizada"
"16.02","1.0502.22.30","Serviços de transporte aquaviário costeiro de carga frigorificada ou climatizada"
"16.02","1.0502.23.10","Serviços de transporte aquaviário costeiro de cargas em contêineres frigorificados ou climatizados"
"16.02","1.0502.23.20","Serviços de transporte aquaviário costeiro de cargas em contêineres não classificados em subposições anteriores"
"16.02","1.0502.24.10","Serviços de transporte aquaviário costeiro de cargas vivas"
"16.02","1.0502.24.20","Serviços de transporte aquaviário costeiro de mudanças domésticas e de mobília e outros objetos de escritório"
"16.02","1.0502.24.30","Serviços de transporte aquaviário costeiro de cargas de grande porte"
"16.02","1.0502.24.40","Serviços de transporte aquaviário costeiro de veículos"
"16.02","1.0502.24.51","Serviços de transporte aquaviário costeiro de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos"
"16.02","1.0502.24.52","Serviços de transporte aquaviário costeiro de produtos químicos perigosos, exceto lubrificantes e GLP"
"16.02","1.0502.24.59","Serviços de transporte aquaviário costeiro de produtos perigosos não classificados em subposições anteriores"
"16.02","1.0502.29.00","Serviços de transportes aquaviário costeiro de cargas não classificados em subposições anteriores"
"16.02","1.0505.10.00","Locação de veículos rodoviários de carga com operador"
"16.02","1.0505.20.00","Locação de embarcações de carga com tripulação"
"16.02","1.0505.30.00","Locação de aeronaves de carga com tripulação"
"17.01","1.0608.40.00","Serviços de consolidação ou desconsolidação documental de cargas no transporte multimodal"
"17.01","1.1001.40.00","Serviços de consultoria imobiliária"
"17.01","1.1001.50.00","Serviços de assessoria de gestão condominial"
"17.01","1.1001.90.00","Serviços imobiliários não classificados em subposições anteriores"
"17.01","1.1301.30.00","Serviços de documentação e certificação, exceto os serviços notariais e de registro"
"17.01","1.1303.10.00","Serviços de consultoria tributária para pessoas jurídicas"
"17.01","1.1303.20.00","Serviços de consultoria tributária para pessoas físicas"
"17.01","1.1401.11.00","Serviços de consultoria em gestão estratégica"
"17.01","1.1401.13.00","Serviços de consultoria em gestão de recursos humanos"
"17.01","1.1401.14.00","Serviços de consultoria em gestão de marketing"
"17.01","1.1401.15.00","Serviços de consultoria em gestão operacional"
"17.01","1.1401.16.00","Serviços de consultoria em gestão energética"
"17.01","1.1401.17.00","Serviços de consultoria em gestão de cadeia logística"
"17.01","1.1401.18.00","Serviços de consultoria em gestão hospitalar"
"17.01","1.1401.19.00","Serviços de consultoria em gestão empresarial não classificados em subposições anteriores"
"17.01","1.1401.39.00","Serviços de assessoria empresarial não classificados em subposições anteriores"
"17.01","1.1410.10.00","Serviços de consultoria ambiental"
"17.01","1.1410.90.00","Serviços de consultoria técnica e científica não classificados em subposições anteriores"
"17.01","1.1412.00.00","Serviços para registros de marcas comerciais e de franquias empresariais, exceto as licenças de uso de direito"
"17.01","1.1413.00.00","Serviços de prospecção de clientes"
"17.01","1.1414.00.00","Serviços de prospecção de fornecedores"
"17.01","1.1407.00.00","Pesquisas de mercado e serviços de pesquisa de opinião pública"
"17.01","1.1806.10.00","Serviços de informação cadastral e análise de crédito"
"17.02","1.1411.00.00","Serviços de tradução e de intérpretes"
"17.02","1.1806.31.00","Serviços de call center"
"17.02","1.1806.39.00","Serviços de apoio às atividades empresariais por meio de telefone não classificados em subposições anteriores"
"17.02","1.1806.40.00","Serviços combinados de escritório e apoio administrativo"
"17.02","1.1806.52.00","Serviços de execução e envio de mala direta e de elaboração de listas de endereços"
"17.02","1.1806.53.00","Serviços de preparação de documentos"
"17.02","1.1806.59.00","Serviços especializados de apoio a escritório não classificados em subposições anteriores"
"17.03","1.1401.29.00","Serviços de gestão não classificados em subposições anteriores"
"17.03","1.1401.39.00","Serviços de assessoria empresarial não classificados em subposições anteriores"
"17.04","1.1801.11.00","Serviço de recrutamento e seleção de profissionais executivos"
"17.04","1.1801.12.00","Serviço de recrutamento e seleção de profissionais, exceto executivos"
"17.05","1.1801.21.00","Serviços de fornecimento de mão de obra terceirizada, exceto temporária"
"17.05","1.1801.22.00","Serviços de fornecimento de mão de obra temporária"
"17.05","1.1801.29.00","Serviços de fornecimento de mão de obra não classificados em subposições anteriores"
"17.06","1.1406.11.00","Serviços de campanhas publicitárias"
"17.06","1.1406.12.00","Serviços de marketing direto e mala direta"
"17.06","1.1406.19.00","Serviços de propaganda não classificados em subposições anteriores"
"17.06","1.1407.00.00","Pesquisas de mercado e serviços de pesquisa de opinião pública"
"17.08","1.1110.00.00","Franquia"
"17.09","1.1404.41.00","Serviços de análise laboratorial de solos, sementes e outros materiais propagativos, fitossanitários,água de produção, bromatologia e sanidade animal"
"17.09","1.1404.42.00","Serviços de análise e de exames técnicos de propriedades físicas"
"17.09","1.1404.43.00","Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos"
"17.09","1.1404.44.00","Serviços de inspeção técnica de veículos de transporte rodoviário"
"17.09","1.1404.49.00","Serviços de análise e de exames técnicos não classificados em subposições anteriores"
"17.10","1.1806.61.00","Serviços de assistência e organização de convenções"
"17.10","1.1806.62.00","Serviços de assistência e organização de feiras de negócios"
"17.10","1.1806.63.00","Serviços de assistência e organização de exposições e outros eventos"
"17.11","1.1806.63.00","Serviços de assistência e organização de exposições e outros eventos"
"17.11","1.0301.10.00","Fornecimento de refeições acompanhado de serviços de restaurante"
"17.11","1.0301.31.00","Fornecimento de alimentação para eventos"
"17.11","1.0301.39.00","Fornecimento de alimentação, incluindo refeições, sob contrato não classificado em subposições anteriores"
"17.12","1.1001.11.00","Serviços de administração e locação de imóveis residenciais"
"17.12","1.1001.12.90","Serviços de administração e locação de outros imóveis não residenciais"
"17.12","1.1401.21.00","Serviços de gestão em processos de negócios"
"17.12","1.1401.22.00","Serviços de gestão hospitalar"
"17.13","1.1806.90.00","Serviços de apoio não classificados em subposições anteriores"
"17.14","1.1301.10.00","Serviços de representação e consultoria jurídica criminal"
"17.14","1.1301.20.00","Serviços de representação e consultoria jurídica em outras áreas do direito, exceto consultoria tributária"
"17.14","1.1301.90.00","Serviços jurídicos não classificados em subposições anteriores"
"17.15","1.1301.40.00","Serviços de arbitragem, conciliação e mediação"
"17.16","1.1302.11.00","Serviços de auditoria contábil"
"17.16","1.1302.19.00","Serviços de auditoria não classificados em subposições anteriores"
"17.17","1.1806.90.00","Serviços de apoio não classificados em subposições anteriores"
"17.18","1.0906.30.00","Serviços atuariais"
"17.19","1.1302.21.00","Serviços de contabilidade"
"17.19","1.1302.22.00","Serviços de escrituração mercantil"
"17.19","1.1302.23.00","Serviços de folha de pagamento"
"17.20","1.0905.50.00","Serviços de consultoria financeira"
"17.20","1.0905.70.00","Serviços de classificação de risco (rating)"
"17.20","1.0905.80.00","Serviços fiduciários"
"17.20","1.1401.12.00","Serviços de consultoria em gestão financeira"
"17.21","1.1415.00.00","Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores"
"17.22","1.1806.20.00","Serviços de cobrança"
"17.23","1.0908.00.00","Fomento comercial (factoring)"
"17.24","1.2205.14.00","Serviços de palestras e conferências"
"17.25","1.1406.33.00","Venda de espaço para propaganda na rede mundial de computadores, exceto sob comissão"
"17.25","1.1406.34.00","Venda de espaço para propaganda em mídia exterior, exceto sob comissão"
"17.25","1.1406.39.00","Venda de espaço ou tempo para propaganda, exceto sob comissão não classificados em subposições anteriores"
"18.01","1.0906.20.00","Serviços de perícia e avaliação de seguros e resseguros"
"19.01","1.0905.11.00","Serviços de corretagem de títulos"
"20.01","1.0401.21.20","Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros"
"20.01","1.0601.10.00","Serviços de manuseio de contêineres"
"20.01","1.0601.90.00","Serviços de manuseio de cargas não classificados em subposições anteriores"
"20.01","1.0605.10.00","Serviços de operação de portos e canais, exceto manuseio de cargas"
"20.01","1.0605.20.00","Serviços de praticagem e de atracação"
"20.01","1.0605.30.00","Serviços de salvamento de embarcações"
"20.01","1.0605.40.00","Serviços de navegação de apoio"
"20.01","1.0605.90.00","Serviços de apoio ao transporte aquaviário não classificados em subposições anteriores"
"20.01","1.0602.10.00","Serviços de armazenagem frigorificada"
"20.01","1.0602.21.00","Serviços de armazenagem de petróleo e seus derivados"
"20.01","1.0602.22.00","Serviços de armazenagem de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos"
"20.01","1.0602.23.00","Serviços de armazenagem de produtos químicos perigosos"
"20.01","1.0602.29.00","Serviços de armazenagem de produtos perigosos não classificados em subposições anteriores"
"20.01","1.0602.31.00","Serviços de armazenagem de granéis sólidos"
"20.01","1.0602.32.00","Serviços de armazenagem de granéis líquidos ou liquefeitos"
"20.01","1.0602.33.00","Serviços de armazenagem de granéis gasosos"
"20.01","1.0602.90.00","Serviços de armazenagem não classificados em subposições anteriores"
"20.02","1.0601.90.00","Serviços de manuseio de cargas não classificados em subposições anteriores"
"20.02","1.0602.90.00","Serviços de armazenagem não classificados em subposições anteriores"
"20.02","1.0606.11.00","Serviços de operação aeroportuária, exceto manuseio de cargas"
"20.02","1.0606.12.00","Serviços de controle de tráfego aéreo"
"20.02","1.0606.19.00","Serviços de apoio ao transporte aéreo não classificados em subposições anteriores"
"20.02","1.0606.20.00","Serviços de apoio ao transporte aeroespacial"
"20.03","1.0601.90.00","Serviços de manuseio de cargas não classificados em subposições anteriores"
"20.03","1.0603.00.00","Serviços de apoio ao transporte ferroviário"
"20.03","1.0604.10.00","Serviços de estações rodoviárias"
"20.03","1.0604.90.00","Serviços de apoio ao transporte rodoviário não classificados em subposições anteriores"
"21.01","1.1304.00.00","Serviços notariais e de registro"
"22.01","1.0604.21.00","Serviços de operação de rodovias"
"22.01","1.0604.22.00","Serviços de operação de pontes e túneis"
"23.01","1.1409.21.00","Serviços de desenho industrial de embalagens, expositores de loja e objetos promocionais para comunicação e vendas"
"23.01","1.1409.22.00","Serviços de desenho industrial de produtos, utensílios, equipamentos, vestuário, calçados, ornamentos, joias e objetos pessoais"
"23.01","1.1409.23.00","Serviços de desenho industrial de máquinas, equipamentos, acessórios e objetos de uso industrial de qualquer natureza"
"23.01","1.1409.24.00","Serviços de desenho industrial de mobiliários e itens de decoração"
"23.01","1.1409.25.00","Serviços de desenho industrial de utensílios e equipamentos eletrodomésticos e eletroeletrônicos"
"23.01","1.1409.29.00","Serviços de desenho industrial não classificados em subposições anteriores"
"23.01","1.1409.30.00","Serviços de design de marcas, imagens, objetos gráficos e digitais"
"23.01","1.1409.90.00","Serviços especializados de design não classificados em subposições anteriores"
"24.01","1.2606.00.00","Serviços pessoais não classificados em posições anteriores"
"25.01","1.1405.30.00","Serviços funerários, de cremação e de embalsamamento de animais"
"25.01","1.2603.00.00","Serviços funerários, de cremação e de embalsamamento"
"25.02","1.1405.30.00","Serviços funerários, de cremação e de embalsamamento de animais"
"25.02","1.2603.00.00","Serviços funerários, de cremação e de embalsamamento"
"25.03","1.2603.00.00","Serviços funerários, de cremação e de embalsamamento"
"25.04","1.2603.00.00","Serviços funerários, de cremação e de embalsamamento"
"25.05","1.2603.00.00","Serviços funerários, de cremação e de embalsamamento"
"26.01","1.0501.15.00","Serviços de transporte rodoviário de cargas postais e malotes"
"26.01","1.0608.10.00","Serviços de coleta e entrega de cargas no transporte multimodal"
"26.01","1.0701.00.00","Serviços postais e de telegrama"
"26.01","1.0702.00.00","Serviços de coleta, transporte, remessa ou entrega de documentos ou encomendas, exceto remessas expressas"
"26.01","1.0703.00.00","Serviços de remessas expressas"
"26.01","1.1802.40.00","Serviços de carro-forte"
"27.01","1.2304.11.00","Serviços de reabilitação vocacional para pessoas com deficiência"
"27.01","1.2304.12.00","Serviços de reabilitação vocacional para desempregados"
"27.01","1.2304.19.00","Serviço de reabilitação vocacional não classificados nas subposições anteriores"
"27.01","1.2304.20.00","Serviços de orientação e aconselhamento relacionados a crianças e adolescentes"
"27.01","1.2304.90.00","Serviços de assistência social sem acomodação não classificados em subposições anteriores"
"28.01","1.1404.14.00","Serviços de informações para avaliação e exploração de recursos naturais"
"28.01","1.1001.30.00","Serviços de avaliação de imóveis"
"28.01","1.0902.10.00","Serviços de valoração de ativos"
"29.01","1.1705.10.00","Serviços de biblioteca"
"29.01","1.1705.20.00","Serviços de arquivo"
"30.01","1.1415.00.00","Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores"
"31.01","1.1415.00.00","Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores"
"32.01","1.1409.90.00","Serviços especializados de design não classificados em subposições anteriores"
"33.01","1.0204.00.00","Serviços de despacho aduaneiro"
"33.01","1.2606.00.00","Serviços pessoais não classificados em posições anteriores"
"34.01","1.1802.10.00","Serviços de investigação"
"35.01","1.1401.31.00","Serviços de assessoria de imprensa"
"35.01","1.1401.32.00","Serviços de relações públicas"
"35.01","1.1704.10.00","Serviços de agências de notícias para jornais e periódicos"
"35.01","1.1704.20.00","Serviços de agências de notícias para mídia audiovisual"
"36.01","1.1404.30.00","Serviços meteorológicos e de previsão do tempo"
"37.01","1.1806.81.00","Serviços de agenciamento de modelos"
"37.01","1.1806.82.00","Serviços de agenciamento de artistas"
"37.01","1.1806.83.00","Serviços de agenciamento de atletas"
"37.01","1.2506.00.00","Serviços fornecidos por atletas e desportistas, por conta própria, e serviços de apoio relacionados com desportes e recreação desportiva"
"37.01","1.2503.10.00","Serviços de atuação artística"
"38.01","1.2504.11.00","Serviços de museus"
"38.01","1.2504.12.00","Serviços de preservação e operação de locais e construções históricas"
"39.01","1.2002.20.00","Serviços de manutenção e reparação de relógios e joias"
"40.01","1.1109.90.00","Cessão definitiva de outros direitos não classificada em subposições anteriores"
"40.01","1.2503.20.00","Serviços de autores, compositores, escultores, pintores e outros artistas, exceto os de atuação artística"
